S_time,W_time,R_time,Processors,id,type,Max_resource,Min_resource,Total_cost
3748829,4,7752,64,10626,2,80,58,496128
3749139,4,683,32,10627,2,40,29,21856
3749177,3,438,64,10628,2,80,58,28032
3749235,8,56,32,10629,2,40,29,1792
3749323,10,513,32,10630,2,40,29,16416
3749381,3,1231,32,10631,1,32,32,39392
3749398,3,12,32,10632,2,40,29,384
3749515,240,678,32,10633,2,40,29,21696
3749610,155,50,32,10634,2,40,29,1600
3749897,2,74,32,10635,2,40,29,2368
3750003,4,575,32,10636,2,40,29,18400
3750076,6,121,32,10637,2,40,29,3872
3750115,3,55,32,10638,2,40,29,1760
3750211,4,204,64,10639,2,80,58,13056
3750360,4,6165,128,10640,2,160,116,789120
3750462,4,114,32,10641,2,40,29,3648
3750473,30,799,128,10642,2,160,116,102272
3750507,2,71,32,10643,1,32,32,2272
3750583,3,33,32,10644,1,32,32,1056
3750623,3,34,32,10645,2,40,29,1088
3750641,3,38,32,10646,2,40,29,1216
3750703,3,5970,32,10647,2,40,29,191040
3750756,4,5915,32,10648,2,40,29,189280
3750834,2,50,64,10649,2,80,58,3200
3751330,5484,470,32,10650,2,40,29,15040
3751696,5123,3931,32,10651,2,40,29,125792
3751708,10372,1564,32,10652,2,40,29,50048
3751998,7,362,64,10653,2,80,58,23168
3752897,3927,1268,128,10654,2,160,116,162304
3752988,3840,1649,64,10655,2,80,58,105536
3753113,3726,2180,32,10656,2,40,29,69760
3755128,6839,22666,256,10657,2,320,231,5802496
3755421,1449,4810,32,10658,2,40,29,153920
3755483,1413,6195,512,10659,2,640,461,3171840
3755924,951,5049,32,10660,2,40,29,161568
3756530,355,16,128,10661,2,160,116,2048
3757363,6,68,64,10662,2,80,58,4352
3757373,3,606,32,10663,2,40,29,19392
3757380,2,7787,64,10664,2,80,58,498368
3757484,2,98,64,10665,2,80,58,6272
3757599,2,541,64,10666,2,80,58,34624
3757780,5,2756,128,10667,2,160,116,352768
3758155,4,162,64,10668,2,80,58,10368
3758345,2,169,64,10669,2,80,58,10816
3758550,3,190,64,10670,2,80,58,12160
3758598,3,1608,32,10671,2,40,29,51456
3758743,3,113,64,10672,2,80,58,7232
3758881,2,213,64,10673,2,80,58,13632
3759133,3,85,64,10674,2,80,58,5440
3759274,2,3574,64,10675,2,80,58,228736
3759701,4,60,32,10676,2,40,29,1920
3759983,4,46,32,10677,2,40,29,1472
3760415,3,57,32,10678,2,40,29,1824
3761260,5,61,32,10679,2,40,29,1952
3761672,4,59,32,10680,2,40,29,1888
3761726,4,348,32,10681,2,40,29,11136
3762823,8,247,32,10682,2,40,29,7904
3762883,160,595,32,10683,2,40,29,19040
3762912,2,7918,64,10684,2,80,58,506752
3763115,10,10001,512,10685,2,640,461,5120512
3763556,9,187,32,10686,2,40,29,5984
3763668,30336,5346,512,10687,2,640,461,2737152
3763901,3,2093,32,10688,2,40,29,66976
3763947,4,70,64,10689,2,80,58,4480
3764076,1922,378,32,10690,1,32,32,12096
3764607,3,33,32,10691,1,32,32,1056
3764800,2,25,32,10692,2,40,29,800
3765286,2,184,32,10693,2,40,29,5888
3765824,2,6654,64,10694,1,64,64,425856
3766018,0,33,32,10695,2,40,29,1056
3767105,8,661,64,10696,2,80,58,42304
3767430,346,557,64,10697,1,64,64,35648
3767950,3,36,32,10698,2,40,29,1152
3767993,2,8729,64,10699,2,80,58,558656
3768170,2,345,32,10700,2,40,29,11040
3769651,3591,14243,128,10701,1,128,128,1823104
3769709,2,29,32,10702,2,40,29,928
3769955,3,15954,32,10703,2,40,29,510528
3770034,3,62,64,10704,2,80,58,3968
3770061,49769,9503,128,10705,2,160,116,1216384
3770554,2,77,64,10706,2,80,58,4928
3770842,2,291,64,10707,2,80,58,18624
3771336,2,311,64,10708,2,80,58,19904
3771707,3,627,64,10709,2,80,58,40128
3773107,21,11355,512,10710,1,512,512,5813760
3774314,58,10,64,10711,2,80,58,640
3774474,18,629,64,10712,2,80,58,40256
3775175,21,651,64,10713,2,80,58,41664
3775233,8,6814,64,10714,2,80,58,436096
3776611,11,496,64,10715,2,80,58,31744
3776882,2,6068,64,10716,2,80,58,388352
3776892,2,9235,64,10717,2,80,58,591040
3778185,8,601,64,10718,2,80,58,38464
3779512,3,676,64,10719,2,80,58,43264
3780937,9,811,64,10720,2,80,58,51904
3782333,9,57,64,10721,2,80,58,3648
3783853,9,47,64,10722,2,80,58,3008
3784478,8,9515,512,10723,2,640,461,4871680
3784882,6,52,64,10724,2,80,58,3328
3793991,25845,7328,256,10725,2,320,231,1875968
3801051,0,133,512,10726,2,640,461,68096
3801051,0,152,512,10727,2,640,461,77824
3801051,0,170,512,10728,2,640,461,87040
3801051,0,188,512,10729,2,640,461,96256
3801051,0,206,512,10730,2,640,461,105472
3801051,0,223,512,10731,2,640,461,114176
3801051,0,275,512,10732,2,640,461,140800
3801075,0,72,256,10733,2,320,231,18432
3801075,0,108,256,10734,2,320,231,27648
3801075,0,128,256,10735,2,320,231,32768
3801075,0,163,256,10736,2,320,231,41728
3801075,0,164,256,10737,2,320,231,41984
3801075,0,182,256,10738,2,320,231,46592
3801075,0,251,256,10739,2,320,231,64256
3801163,0,40,256,10740,2,320,231,10240
3801183,0,37,256,10741,2,320,231,9472
3801183,0,37,512,10742,2,640,461,18944
3801202,0,54,512,10743,2,640,461,27648
3801238,0,71,256,10744,2,320,231,18176
3801256,0,53,512,10745,2,640,461,27136
3801256,0,87,256,10746,2,320,231,22272
3801274,0,69,512,10747,2,640,461,35328
3801326,0,50,256,10748,2,320,231,12800
3801326,0,50,512,10749,2,640,461,25600
3801849,0,39,512,10750,2,640,461,19968
3801867,0,247,512,10751,2,640,461,126464
3801884,0,109,512,10752,2,640,461,55808
3801884,0,170,512,10753,2,640,461,87040
3801884,0,288,512,10754,2,640,461,147456
3801884,0,351,512,10755,2,640,461,179712
3801884,0,894,512,10756,2,640,461,457728
3801884,0,1013,512,10757,2,640,461,518656
3801885,0,107,256,10758,2,320,231,27392
3801885,0,228,256,10759,2,320,231,58368
3801885,0,1373,256,10760,2,320,231,351488
3801886,0,106,256,10761,2,320,231,27136
3801886,0,227,256,10762,2,320,231,58112
3801886,0,349,256,10763,2,320,231,89344
3801886,0,891,256,10764,2,320,231,228096
3801887,0,104,128,10765,2,160,116,13312
3801908,0,83,128,10766,2,160,116,10624
3801908,0,263,128,10767,2,160,116,33664
3801908,0,263,128,10768,2,160,116,33664
3801908,0,326,128,10769,2,160,116,41728
3801908,0,931,128,10770,2,160,116,119168
3801908,0,1648,128,10771,2,160,116,210944
3801910,0,143,64,10772,2,80,58,9152
3801910,0,144,64,10773,2,80,58,9216
3801910,0,324,64,10774,2,80,58,20736
3801910,0,441,64,10775,2,80,58,28224
3801910,0,442,64,10776,2,80,58,28288
3801910,0,1166,64,10777,2,80,58,74624
3801910,0,1587,64,10778,2,80,58,101568
3801912,0,141,32,10779,2,40,29,4512
3801912,0,200,32,10780,2,40,29,6400
3801912,0,558,32,10781,2,40,29,17856
3801912,0,620,32,10782,2,40,29,19840
3801912,0,1526,32,10783,2,40,29,48832
3801912,0,1526,32,10784,2,40,29,48832
3801936,0,116,32,10785,2,40,29,3712
3801937,0,175,32,10786,2,40,29,5600
3801937,0,533,32,10787,2,40,29,17056
3801937,0,595,32,10788,2,40,29,19040
3801937,0,1320,32,10789,2,40,29,42240
3801937,0,1320,32,10790,2,40,29,42240
3801989,0,63,512,10791,2,640,461,32256
3801990,0,61,256,10792,2,320,231,15616
3801990,0,62,256,10793,2,320,231,15872
3801991,0,60,128,10794,2,160,116,7680
3802049,0,63,512,10795,2,640,461,32256
3802050,0,60,32,10796,2,40,29,1920
3802050,0,61,64,10797,2,80,58,3904
3802050,0,61,128,10798,2,160,116,7808
3802050,0,120,32,10799,2,40,29,3840
3802050,0,121,64,10800,2,80,58,7744
3802110,0,60,512,10801,2,640,461,30720
3802110,0,123,32,10802,2,40,29,3936
3802110,0,123,256,10803,2,320,231,31488
3802110,0,123,256,10804,2,320,231,31488
3802110,0,180,32,10805,2,40,29,5760
3802169,0,121,512,10806,2,640,461,61952
3802169,0,181,128,10807,2,160,116,23168
3802169,0,182,128,10808,2,160,116,23296
3802232,0,117,256,10809,2,320,231,29952
3802232,0,118,512,10810,2,640,461,60416
3802232,0,177,128,10811,2,160,116,22656
3802232,0,238,64,10812,2,80,58,15232
3802349,0,300,64,10813,2,80,58,19200
3802349,0,301,64,10814,2,80,58,19264
3802469,0,369,32,10815,2,40,29,11808
3802469,0,370,32,10816,2,40,29,11840
3802531,0,485,32,10817,2,40,29,15520
3802531,0,485,32,10818,2,40,29,15520
3802776,0,601,512,10819,2,640,461,307712
3802777,0,600,256,10820,2,320,231,153600
3802838,0,659,128,10821,2,160,116,84352
3802897,0,599,512,10822,2,640,461,306688
3803076,0,420,64,10823,2,80,58,26880
3803256,0,420,256,10824,2,320,231,107520
3806560,13313,5366,512,10825,2,640,461,2747392
3814693,5152,7498,32,10826,2,40,29,239936
3814737,5115,7664,128,10827,2,160,116,980992
3817961,1895,3296,128,10828,2,160,116,421888
3818790,1071,7482,128,10829,2,160,116,957696
3819732,29372,3444,128,10830,2,160,116,440832
3819814,54,45,32,10831,1,32,32,1440
3819956,4,25,32,10832,2,40,29,800
3819998,5,3813,32,10833,2,40,29,122016
3820033,3,311,32,10834,2,40,29,9952
3820133,4,47,32,10835,2,40,29,1504
3820199,13,2676,64,10836,2,80,58,171264
3820224,2,2669,64,10837,1,64,64,170816
3820440,4,33,32,10838,2,40,29,1056
3820506,17,68,32,10839,1,32,32,2176
3820606,4,28,32,10840,2,40,29,896
3820775,0,707,32,10841,1,32,32,22624
3820983,16,15,32,10842,2,40,29,480
3821109,27,134,32,10843,2,40,29,4288
3821358,13,47,32,10844,2,40,29,1504
3821482,0,2424,32,10845,2,40,29,77568
3821774,11,62,32,10846,2,40,29,1984
3822149,16,66,32,10847,2,40,29,2112
3822220,3,46,32,10848,2,40,29,1472
3822301,4,279,32,10849,2,40,29,8928
3822511,10,45,32,10850,2,40,29,1440
3822654,3,1255,64,10851,2,80,58,80320
3822718,5,4362,32,10852,2,40,29,139584
3822791,5,41,32,10853,2,40,29,1312
3822910,8,49,32,10854,2,40,29,1568
3823486,9,47,32,10855,2,40,29,1504
3823561,3,12422,128,10856,2,160,116,1590016
3823648,5,11009,64,10857,2,80,58,704576
3823846,6,1839,32,10858,2,40,29,58848
3823918,3,3052,32,10859,2,40,29,97664
3824216,5,469,64,10860,2,80,58,30016
3824421,4,51,32,10861,2,40,29,1632
3824616,5,516,32,10862,2,40,29,16512
3824680,5,54,32,10863,2,40,29,1728
3824853,11,56,32,10864,2,40,29,1792
3825040,4,3245,64,10865,2,80,58,207680
3825048,3,9734,128,10866,2,160,116,1245952
3825076,3,69,32,10867,2,40,29,2208
3825141,3,55,32,10868,2,40,29,1760
3825248,2,67,64,10869,2,80,58,4288
3825509,13,169,32,10870,2,40,29,5408
3825764,3,307,32,10871,2,40,29,9824
3825925,3,11741,64,10872,2,80,58,751424
3826039,2,15782,512,10873,2,640,461,8080384
3826163,1182,204,128,10874,2,160,116,26112
3826569,10,67,32,10875,2,40,29,2144
3826793,3,47,32,10876,2,40,29,1504
3826871,3,936,32,10877,1,32,32,29952
3826973,4,12,32,10878,2,40,29,384
3827009,3,2148,32,10879,2,40,29,68736
3827159,210,9881,256,10880,2,320,231,2529536
3827174,182,578,32,10881,1,32,32,18496
3827380,3,32,32,10882,2,40,29,1024
3827559,19,84,64,10883,2,80,58,5376
3827791,11,4145,64,10884,2,80,58,265280
3827926,4,48,32,10885,2,40,29,1536
3827979,4,574,32,10886,2,40,29,18368
3828188,8,710,32,10887,2,40,29,22720
3828255,4,782,32,10888,2,40,29,25024
3828372,4,1230,64,10889,2,80,58,78720
3828763,11,909,32,10890,2,40,29,29088
3828780,4,312,32,10891,2,40,29,9984
3828793,3,717,32,10892,2,40,29,22944
3829268,19,13116,128,10893,2,160,116,1678848
3829314,21,11758,128,10894,2,160,116,1505024
3829450,6,1239,32,10895,1,32,32,39648
3829460,9,15,32,10896,2,40,29,480
3829478,7780,602,256,10897,2,320,231,154112
3829509,10,636,32,10898,2,40,29,20352
3829524,4,3955,32,10899,2,40,29,126560
3829539,3,52,128,10900,1,128,128,6656
3829614,32,13,32,10901,2,40,29,416
3829651,4,3926,32,10902,2,40,29,125632
3829780,4,59,32,10903,2,40,29,1888
3829803,3,5283,64,10904,2,80,58,338112
3829810,4,3121,32,10905,2,40,29,99872
3829946,10,1392,32,10906,2,40,29,44544
3830210,13,88,32,10907,2,40,29,2816
3830298,6,56,128,10908,2,160,116,7168
3830325,6,80,32,10909,2,40,29,2560
3830430,5,72,32,10910,2,40,29,2304
3830664,10,57,32,10911,2,40,29,1824
3830776,5,58,32,10912,2,40,29,1856
3830960,9,67,32,10913,2,40,29,2144
3831125,4,61,32,10914,2,40,29,1952
3831182,10,55,128,10915,2,160,116,7040
3831283,8,56,32,10916,2,40,29,1792
3831442,4,66,32,10917,2,40,29,2112
3831747,6,108,32,10918,2,40,29,3456
3831852,12,108,32,10919,2,40,29,3456
3831869,4,223,32,10920,2,40,29,7136
3831923,25,27,64,10921,1,64,64,1728
3832039,5,25,32,10922,2,40,29,800
3832106,8,48,32,10923,1,32,32,1536
3832176,15,22,32,10924,1,32,32,704
3832198,3,38,32,10925,1,32,32,1216
3832347,4,33,32,10926,2,40,29,1056
3832591,10,702,32,10927,2,40,29,22464
3832724,10,6806,32,10928,2,40,29,217792
3832801,4,98,32,10929,2,40,29,3136
3832925,4,79,32,10930,2,40,29,2528
3833169,38,119,32,10931,2,40,29,3808
3833250,33,42,32,10932,2,40,29,1344
3833484,21,175,32,10933,2,40,29,5600
3833549,2,357,32,10934,2,40,29,11424
3833629,4,50,32,10935,2,40,29,1600
3833637,2,41,64,10936,2,80,58,2624
3833763,4,168,32,10937,2,40,29,5376
3833972,2,947,32,10938,1,32,32,30304
3834009,4,35,32,10939,2,40,29,1120
3834106,3,13724,64,10940,2,80,58,878336
3834487,8,2187,32,10941,2,40,29,69984
3834627,4,39,32,10942,2,40,29,1248
3834643,5,879,32,10943,2,40,29,28128
3834684,4,89,32,10944,2,40,29,2848
3834692,3,40,64,10945,2,80,58,2560
3834924,10,38,32,10946,2,40,29,1216
3834962,4,133,32,10947,2,40,29,4256
3834995,11,16731,64,10948,2,80,58,1070784
3835087,5,125,32,10949,1,32,32,4000
3835211,2,26,32,10950,2,40,29,832
3835306,3,36,64,10951,2,80,58,2304
3835322,4,211,32,10952,2,40,29,6752
3835377,15,1312,32,10953,2,40,29,41984
3835461,3,12549,64,10954,1,64,64,803136
3835490,5,33,32,10955,2,40,29,1056
3835820,1851,54,64,10956,2,80,58,3456
3835987,20,3983,32,10957,2,40,29,127456
3836041,644,1573,32,10958,2,40,29,50336
3836072,34,8741,128,10959,2,160,116,1118848
3836393,23,1218,32,10960,2,40,29,38976
3836462,39,81,128,10961,2,160,116,10368
3836589,8,74,32,10962,2,40,29,2368
3836612,8,140,32,10963,2,40,29,4480
3836765,6,212,32,10964,2,40,29,6784
3837239,623,9310,256,10965,2,320,231,2383360
3837371,7,621,32,10966,2,40,29,19872
3837405,4,4007,32,10967,2,40,29,128224
3837493,6,76,32,10968,2,40,29,2432
3837661,5,114,32,10969,2,40,29,3648
3837781,4,70,32,10970,1,32,32,2240
3837808,3,27,32,10971,2,40,29,864
3837828,11284,22711,256,10972,2,320,231,5814016
3837902,18,132,32,10973,2,40,29,4224
3837958,2,3605,128,10974,2,160,116,461440
3838056,6,826,32,10975,2,40,29,26432
3838065,7,134,32,10976,2,40,29,4288
3838088,8,4186,32,10977,2,40,29,133952
3838120,5,188,32,10978,2,40,29,6016
3838185,9,155,32,10979,2,40,29,4960
3838249,11,80,32,10980,2,40,29,2560
3838364,3,79,32,10981,1,32,32,2528
3838483,7,23,32,10982,2,40,29,736
3838504,6,210,32,10983,2,40,29,6720
3839109,19,57,64,10984,2,80,58,3648
3839269,3,16099,64,10985,2,80,58,1030336
3841011,84,5104,128,10986,2,160,116,653312
3841584,53,54,32,10987,2,40,29,1728
3841865,14,70,32,10988,2,40,29,2240
3842075,4,335,32,10989,2,40,29,10720
3842436,3,29,128,10990,2,160,116,3712
3842807,13,187,32,10991,2,40,29,5984
3843063,3,30,128,10992,2,160,116,3840
3843232,4,79,32,10993,2,40,29,2528
3843505,4,182,32,10994,2,40,29,5824
3843640,2,32,128,10995,2,160,116,4096
3844128,5,50,32,10996,2,40,29,1600
3844388,2,30,128,10997,2,160,116,3840
3844415,3,46,32,10998,2,40,29,1472
3844660,3781,5254,32,10999,2,40,29,168128
3845026,4,393,32,11000,2,40,29,12576
3845639,4,49,32,11001,2,40,29,1568
3845699,3,183,32,11002,2,40,29,5856
3845788,3,144,32,11003,2,40,29,4608
3845803,1371,99,256,11004,2,320,231,25344
3846134,2,2966,128,11005,2,160,116,379648
3847003,5,232,32,11006,2,40,29,7424
3847047,3,431,32,11007,2,40,29,13792
3847169,15,17626,512,11008,2,640,461,9024512
3847406,4,1700,256,11009,2,320,231,435200
3849073,42530,1122,128,11010,2,160,116,143616
3849670,4,237,32,11011,2,40,29,7584
3850221,8,607,32,11012,2,40,29,19424
3850363,41246,3960,128,11013,2,160,116,506880
3851192,7,178,32,11014,2,40,29,5696
3852489,3,101,32,11015,2,40,29,3232
3853198,18626,8798,256,11016,2,320,231,2252288
3853691,6,339,32,11017,2,40,29,10848
3854894,10,384,32,11018,2,40,29,12288
3855637,10,1995,64,11019,2,80,58,127680
3855656,3,6490,64,11020,2,80,58,415360
3855661,3,291,32,11021,1,32,32,9312
3855885,3,17,32,11022,1,32,32,544
3855938,2,33,32,11023,1,32,32,1056
3856060,5,32,32,11024,2,40,29,1024
3856446,7,284,32,11025,2,40,29,9088
3856860,3,249,32,11026,2,40,29,7968
3856870,2,50,32,11027,2,40,29,1600
3857042,3,67,32,11028,2,40,29,2144
3857138,3,216,32,11029,1,32,32,6912
3857258,4,34,32,11030,1,32,32,1088
3857376,2,34,32,11031,2,40,29,1088
3857658,2,1159,32,11032,2,40,29,37088
3857664,2,53,32,11033,2,40,29,1696
3857729,2,77,32,11034,2,40,29,2464
3858193,6,71,32,11035,2,40,29,2272
3858274,3,413,32,11036,2,40,29,13216
3858601,3,140,32,11037,2,40,29,4480
3858879,2,362,32,11038,1,32,32,11584
3858885,128,37,32,11039,2,40,29,1184
3859069,3,170,32,11040,2,40,29,5440
3859152,2,1744,32,11041,2,40,29,55808
3859180,2,65,32,11042,1,32,32,2080
3859225,19,32,32,11043,2,40,29,1024
3859451,3,53,32,11044,2,40,29,1696
3859616,3,94,32,11045,2,40,29,3008
3859651,30,28,64,11046,1,64,64,1792
3859755,3,31,32,11047,1,32,32,992
3859939,3,30,32,11048,2,40,29,960
3860049,2,51,64,11049,2,80,58,3264
3860069,2,88,32,11050,2,40,29,2816
3860259,13,60,32,11051,2,40,29,1920
3860434,13,237,32,11052,2,40,29,7584
3860518,15,2691,32,11053,2,40,29,86112
3860705,5,20,64,11054,2,80,58,1280
3861315,25,2321,64,11055,2,80,58,148544
3862078,8,61,32,11056,2,40,29,1952
3862297,4,10948,32,11057,1,32,32,350336
3863644,19,23,32,11058,1,32,32,736
3864587,6,15,64,11059,2,80,58,960
3864619,2,488,32,11060,2,40,29,15616
3864807,6,18035,512,11061,1,512,512,9233920
3865316,3,16,64,11062,1,64,64,1024
3865468,3,11,32,11063,2,40,29,352
3865539,4,1545,32,11064,1,32,32,49440
3865809,2,13,32,11065,1,32,32,416
3865847,4,17,64,11066,2,80,58,1088
3866373,3,744,64,11067,2,80,58,47616
3866492,4,466,32,11068,2,40,29,14912
3867114,3,526,64,11069,2,80,58,33664
3867534,12,1471,32,11070,2,40,29,47072
3867635,2,811,64,11071,2,80,58,51904
3867649,2,356,32,11072,2,40,29,11392
3867654,2,812,64,11073,2,80,58,51968
3868437,6,445,128,11074,2,160,116,56960
3868667,2,410,32,11075,2,40,29,13120
3868907,9,13002,128,11076,2,160,116,1664256
3868932,7,4153,64,11077,2,80,58,265792
3869296,3,362,64,11078,2,80,58,23168
3869554,3,655,64,11079,2,80,58,41920
3870354,3,330,32,11080,2,40,29,10560
3870424,12427,349,512,11081,2,640,461,178688
3871352,11,112,32,11082,2,40,29,3584
3872144,3,346,32,11083,2,40,29,11072
3873014,7,319,32,11084,2,40,29,10208
3873250,3,39,64,11085,2,80,58,2496
3873359,3,183,64,11086,2,80,58,11712
3873796,3,359,32,11087,2,40,29,11488
3874156,3,188,64,11088,2,80,58,12032
3879426,11,1688,64,11089,2,80,58,108032
3880559,64,603,256,11090,2,320,231,154368
3882839,21,19412,256,11091,2,320,231,4969472
3888404,10,255,32,11092,1,32,32,8160
3888679,2,24,32,11093,2,40,29,768
3889162,4,3726,512,11094,2,640,461,1907712
3895028,11,59,512,11095,2,640,461,30208
3895584,3,531,32,11096,2,40,29,16992
3896881,10,7439,64,11097,2,80,58,476096
3896927,5348,9068,256,11098,2,320,231,2321408
3897059,2,41,32,11099,2,40,29,1312
3897238,5,1959,512,11100,2,640,461,1003008
3897248,3,587,128,11101,2,160,116,75136
3897471,5,38,32,11102,2,40,29,1216
3897808,5,58,32,11103,2,40,29,1856
3897983,6,51,32,11104,2,40,29,1632
3898057,3,290,32,11105,2,40,29,9280
3898202,4,1348,32,11106,2,40,29,43136
3898457,4,146,32,11107,2,40,29,4672
3898465,2,3436,128,11108,2,160,116,439808
3898705,4,335,32,11109,2,40,29,10720
3898739,6,615,32,11110,2,40,29,19680
3899048,8,62,32,11111,2,40,29,1984
3899198,6,5040,512,11112,2,640,461,2580480
3899295,3,1169,64,11113,2,80,58,74816
3899706,7,194,32,11114,2,40,29,6208
3900171,5,74,32,11115,2,40,29,2368
3900347,3,109,32,11116,1,32,32,3488
3900504,8,14,32,11117,2,40,29,448
3900543,3,92,32,11118,1,32,32,2944
3900710,3,16,32,11119,1,32,32,512
3900780,2,31,32,11120,2,40,29,992
3900793,4,102,32,11121,2,40,29,3264
3900807,2,1581,32,11122,2,40,29,50592
3900970,3,85,32,11123,2,40,29,2720
3901011,5,3268,64,11124,2,80,58,209152
3901143,9,1113,32,11125,2,40,29,35616
3901308,5,1520,32,11126,2,40,29,48640
3901331,2,1127,32,11127,2,40,29,36064
3902094,9,219,32,11128,2,40,29,7008
3902300,3,3968,128,11129,2,160,116,507904
3902409,3,987,32,11130,2,40,29,31584
3902457,5,302,32,11131,1,32,32,9664
3902823,6,19,32,11132,2,40,29,608
3902871,7,358,32,11133,2,40,29,11456
3902982,3,1112,64,11134,2,80,58,71168
3903163,3,198,32,11135,2,40,29,6336
3903374,14,96,32,11136,1,32,32,3072
3903452,2,15,32,11137,2,40,29,480
3903635,9,333,32,11138,2,40,29,10656
3904124,7,1092,32,11139,2,40,29,34944
3904136,2,291,32,11140,2,40,29,9312
3904178,4,705,32,11141,2,40,29,22560
3904414,11,12896,64,11142,2,80,58,825344
3904431,3,29927,64,11143,2,80,58,1915328
3904439,3,12633,128,11144,2,160,116,1617024
3904455,3,78,32,11145,2,40,29,2496
3904531,6,92,32,11146,2,40,29,2944
3904827,6,89,32,11147,2,40,29,2848
3905109,6,92,32,11148,1,32,32,2944
3905120,89,23,32,11149,2,40,29,736
3905290,3,125,32,11150,2,40,29,4000
3905316,2,353,32,11151,2,40,29,11296
3905321,2,119,32,11152,2,40,29,3808
3905461,3,162,64,11153,1,64,64,10368
3905496,2,15,32,11154,2,40,29,480
3905680,5,328,32,11155,2,40,29,10496
3905849,3,534,32,11156,2,40,29,17088
3905874,2,42,32,11157,2,40,29,1344
3905921,3,962,32,11158,2,40,29,30784
3905991,24,55,32,11159,2,40,29,1760
3905999,10,2232,512,11160,2,640,461,1142784
3906145,3,43,32,11161,2,40,29,1376
3906229,43,9870,128,11162,1,128,128,1263360
3906264,4,36,32,11163,1,32,32,1152
3906394,3,29,32,11164,2,40,29,928
3906429,2,117,32,11165,2,40,29,3744
3906479,3,6438,32,11166,2,40,29,206016
3906611,2,57,32,11167,2,40,29,1824
3906667,4,124,32,11168,2,40,29,3968
3906680,2,993,32,11169,2,40,29,31776
3906774,22,65,32,11170,2,40,29,2080
3906867,3,170,32,11171,2,40,29,5440
3906872,4,81,128,11172,2,160,116,10368
3907147,7,98,32,11173,2,40,29,3136
3907158,3,54,128,11174,2,160,116,6912
3907245,9,13589,128,11175,2,160,116,1739392
3907355,5,234,32,11176,2,40,29,7488
3907367,2,95,32,11177,2,40,29,3040
3907373,3,143,64,11178,2,80,58,9152
3907427,3,1129,32,11179,2,40,29,36128
3907588,8,106,32,11180,2,40,29,3392
3907611,93,9581,32,11181,2,40,29,306592
3907708,2,826,32,11182,2,40,29,26432
3907730,3,632,32,11183,2,40,29,20224
3907783,3,64,32,11184,2,40,29,2048
3907846,6,417,32,11185,2,40,29,13344
3907864,760,204,32,11186,2,40,29,6528
3908062,3,55,128,11187,2,160,116,7040
3908141,3,158,64,11188,2,80,58,10112
3908267,3,759,512,11189,2,640,461,388608
3908276,3,11449,128,11190,1,128,128,1465472
3908341,3,20,32,11191,2,40,29,640
